amfi_code,scheme_name,fund_house,scheme_type,scheme_category,category,isin_growth
152925,Groww Nifty India Defence ETF FOF - Direct Growth,Groww Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF666M01IQ3
153626,Groww Nifty India Internet ETF FOF - Direct - Growth,Groww Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF666M01LC7
153230,Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01JK4
153939,Groww Nifty Midcap 150 Index Fund Direct Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01MP7
153786,Groww Nifty Next 50 Index Fund Direct Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01LT1
152637,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01IE9
154164,Groww Nifty PSE ETF FOF Direct Growth,Groww Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF666M01NR1
154278,Groww Nifty PSU Bank Index Fund Direct Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01OH0
154346,Groww Nifty Private Bank Index Fund Direct Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01OU3
152431,Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01HY9
154383,Groww Nifty Smallcap 250 Momentum Quality 100 Index Fund Direct Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01PA2
152092,Groww Nifty Total Market Index Fund - Direct Plan - Growth,Groww Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF666M01HM4
147450,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,Groww Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Overnight Fund,Overnight,INF666M01GL8
123704,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,Groww Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Short Term Fund,Short Duration,INF666M01AC0
153525,Groww Silver ETF FOF - Direct - Growth,Groww Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF666M01KQ9
154063,Groww Small Cap Fund-Direct-Growth,Groww Mutual Fund,Open Ended Schemes,Equity Schemes - Small Cap Fund,Small Cap,INF666M01NJ8
135341,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,Groww Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF666M01BE4
129052,HDFC ARBITRAGE FUND -Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF179KA1KT6
151728,HDFC BSE 500 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1GG9
153959,HDFC BSE India Sector Leaders India Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1JY6
118968,HDFC Balanced Advantage Fund - Growth Plan - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF179K01WA6
148986,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1BG0
128629,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF179KA1IZ7
150805,HDFC Business Cycle Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1DY9
153517,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1JK5
154308,HDFC CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Growth Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1KI7
151804,HDFC Consumption Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1GO3
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF179K01XD8
128051,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Credit Risk,INF179KA1FZ3
151750,HDFC Defence Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1GI5
149180,HDFC Developed World Overseas Equity Passive FOF - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF179KC1BO4
153860,HDFC Diversified Equity All Cap Active FOF - Direct Plan - Growth Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF179KC1JU4
119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF179K01WB4
119060,HDFC ELSS Tax saver - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF179K01YS4
119128,HDFC Equity Savings Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF179K01XT4
118955,HDFC Flexi Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF179K01UT0
118961,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Floating Rate,INF179K01VQ4
118950,HDFC Focused Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF179K01VK7
119116,HDFC Gilt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF179K01VS0
141924,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1AU3
119118,HDFC Hybrid Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF179K01XE6
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF179K01XZ1
154262,HDFC INCOME PLUS ARBITRAGE OMNI FOF - GROWTH OPTION - DIRECT PLAN,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF179KC1KE6
153620,HDFC INNOVATION FUND - DIRECT PLAN - GROWTH OPTION,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1JO7
119069,HDFC Income Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF179K01WL3
130543,HDFC Income Plus Arbitrage Active FOF - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF179KA1SC5
118979,HDFC Infrastructure Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179K01WQ2
119018,HDFC Large Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF179K01YV8
130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF179KA1RQ7
119091,HDFC Liquid Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF179KB1HP9
151313,HDFC Long Duration Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Long Duration,INF179KC1ET7
118929,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,
118942,HDFC Low Duration  Fund - Direct Plan - Growth,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF179K01VF7
151458,HDFC MNC Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1FC0
152600,HDFC Manufacturing fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1II1
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF179K01WI9
118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF179K01XQ0
119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF179KB1HU9
149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF179KC1BS5
148903,HDFC Multi-Asset Active FOF - Growth Option -Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF179KC1BA3
119131,HDFC Multi-Asset Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF179K01XW8
149868,HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1BY3
152889,HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1IQ4
151724,HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1GC8
149288,HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1BQ9
151570,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1GA2
151727,HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1GE4
149107,HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1BM8
149870,HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1CA1
154427,HDFC Nifty Auto Index Fund- Direct Plan- Growth Option,HDFC Mutual Fund,Open Ended Schemes,Index Funds - Equity Funds,Index,INF179KC1KQ0
151495,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1FQ0
150845,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1EE9
150847,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1EH2
151181,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1EJ8
151489,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1FS6
151183,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1EL4
154179,HDFC Nifty India Consumption Index Fund - Direct Growth Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1KA4
153097,HDFC Nifty India Digital Index Fund - Growth Option - Direct,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1JB4
154505,HDFC Nifty Metal ETF FOF - Direct Plan - Growth Option,HDFC Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,
151456,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF179KC1FI7
119110,HDFC Overnight Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF179KB1HT1
152082,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1HO1
136094,HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF179KB1MF0
136465,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF179KB1MJ2
136464,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF179KB1MH6
119016,HDFC Short Term  Debt Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF179K01YM7
150737,HDFC Silver ETF Fund of Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF179KC1DU7
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF179KA1RW5
152059,HDFC Technology Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1HI3
151901,HDFC Transportation and Logistics Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF179KC1GU0
145034,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF179KB15Q6
118935,HDFC Value Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF179K01VC4
129200,HSBC Aggressive Hybrid Active FOF - Growth Direct,HSBC Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF336L01ID3
151122,HSBC Aggressive Hybrid Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Hybrid Schemes - Aggressive Hybrid Fund,Aggressive Hybrid,INF917K01LE4
151138,HSBC Arbitrage Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Hybrid Schemes - Arbitrage Fund,Arbitrage,INF917K01QR5
151129,HSBC Balanced Advantage Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Hybrid Schemes - Balanced Advantage Fund/ Dynamic Asset Allocation,Balanced Advantage,INF917K01IN1
151107,HSBC Banking and PSU Debt Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Banking & PSU,INF917K01HH5
120035,HSBC Brazil Fund - Growth Direct,HSBC Mutual Fund,Open Ended Schemes,Overseas Fund of Funds - Fund of Funds investing overseas,Fund of Funds,INF336L01BY4
151142,HSBC Business Cycles Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF917K01RI2
149966,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,HSBC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF336L01QH7
151479,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,HSBC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF336L01QT2
120073,HSBC Conservative Hybrid Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Hybrid Schemes - Conservative Hybrid Fund,Conservative Hybrid,INF336L01DW4
152032,HSBC Consumption Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Schemes - Thematic Fund,Thematic,INF336L01QZ9
150996,HSBC Corporate Bond Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Corporate Bond Fund,Corporate Bond,INF917K01HN3
151045,HSBC Credit Risk Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Credit Risk Fund,Credit Risk,INF917K01UH8
151087,HSBC Dynamic Bond Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Income/Debt Oriented Schemes - Dynamic Term Fund,Dynamic Bond,INF917K01HA0
151078,HSBC ELSS Tax saver Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF917K01GP0
151060,HSBC Equity Savings Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF917K01GE4
153266,HSBC Financial Services Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF336L01RU8
120046,HSBC Flexi Cap Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF336L01DH5
148411,HSBC Focused Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF336L01PB2
151014,HSBC Gilt Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF917K01FI7
120043,HSBC Global Emerging Market Fund - Growth Direct,HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF336L01CJ3
154295,HSBC Gold ETF Fund of fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF336L01SB6
129197,HSBC Income Plus Arbitrage Active FOF - Growth Direct,HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF336L01IP7
152829,HSBC India Export Opportunities Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF336L01RO1
151040,HSBC Infrastructure Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF917K01FW8
146772,HSBC Large & Mid Cap Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF336L01NV5
120030,HSBC Large Cap Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF336L01CM7
120038,HSBC Liquid Fund -  Growth Direct,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF336L01CC8
151117,HSBC Low Duration Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF917K01GM7
151146,HSBC Medium Duration Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF917K01TK4
120059,HSBC Medium to Long Duration Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF336L01DE2
151036,HSBC Midcap Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF917K01FZ1
151054,HSBC Money Market Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF917K01FE6
129193,HSBC Multi Asset Active FOF - Growth Direct,HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF336L01IJ0
152380,HSBC Multi Asset Allocation Fund - Direct - Growth,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF336L01RI3
151290,HSBC Multi Cap Fund - Direct - Growth,HSBC Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF336L01QN5
